b'id',b'key',b'value',b'type' 
b'1843120363',b'public_transport',b'platform',b'regular'
b'1843120364',b'traffic_calming',b'cushion;choker',b'regular'
b'1843120367',b'bus',b'yes',b'regular'
b'1843120367',b'name',b'Ellis Road',b'regular'
b'1843120367',b'highway',b'bus_stop',b'regular'
b'1843120367',b'Bearing',b'SW',b'naptan'
b'1843120367',b'public_transport',b'platform',b'regular'
b'1843120368',b'bus',b'yes',b'regular'
b'1843120368',b'bench',b'no',b'regular'
b'1843120368',b'highway',b'bus_stop',b'regular'
b'1843120368',b'shelter',b'no',b'regular'
b'1843120368',b'tactile_paving',b'no',b'regular'
b'1843120368',b'public_transport',b'platform',b'regular'
b'1843120370',b'traffic_calming',b'cushion;choker',b'regular'
b'1843120373',b'bus',b'yes',b'regular'
b'1843120373',b'name',b'Holcroft Road',b'regular'
b'1843120373',b'highway',b'bus_stop',b'regular'
b'1843120373',b'Bearing',b'NE',b'naptan'
b'1843120373',b'public_transport',b'platform',b'regular'
b'1843120374',b'bus',b'yes',b'regular'
b'1843120374',b'name',b'Holcroft Road',b'regular'
b'1843120374',b'highway',b'bus_stop',b'regular'
b'1843120374',b'Bearing',b'SW',b'naptan'
b'1843120374',b'public_transport',b'platform',b'regular'
b'1843120376',b'bus',b'yes',b'regular'
b'1843120376',b'name',b'Fairfax Court',b'regular'
b'1843120376',b'highway',b'bus_stop',b'regular'
b'1843120376',b'shelter',b'yes',b'regular'
b'1843120376',b'Bearing',b'NW',b'naptan'
b'1843120376',b'public_transport',b'platform',b'regular'
b'1843120378',b'bus',b'yes',b'regular'
b'1843120378',b'bench',b'no',b'regular'
b'1843120378',b'highway',b'bus_stop',b'regular'
b'1843120378',b'shelter',b'no',b'regular'
b'1843120378',b'tactile_paving',b'no',b'regular'
b'1843120378',b'public_transport',b'platform',b'regular'
b'1843120379',b'traffic_calming',b'cushion',b'regular'
b'1843130818',b'name',b'Tatwin Crescent',b'regular'
b'1843130818',b'highway',b'bus_stop',b'regular'
b'1843130818',b'Bearing',b'W',b'naptan'
b'1843130819',b'traffic_calming',b'cushion;choker',b'regular'
b'1843130820',b'name',b'Springwell School',b'regular'
b'1843130820',b'bench',b'no',b'regular'
b'1843130820',b'covered',b'no',b'regular'
b'1843130820',b'highway',b'bus_stop',b'regular'
b'1843130820',b'shelter',b'no',b'regular'
b'1843130820',b'Bearing',b'NE',b'naptan'
b'1843130822',b'name',b'Medwall Green',b'regular'
b'1843130822',b'highway',b'bus_stop',b'regular'
b'1843130822',b'Bearing',b'NW',b'naptan'
b'1843130823',b'name',b'Medwall Green',b'regular'
b'1843130823',b'highway',b'bus_stop',b'regular'
b'1843130823',b'Bearing',b'SE',b'naptan'
b'1843130825',b'name',b'Byron Road',b'regular'
b'1843130825',b'highway',b'bus_stop',b'regular'
b'1843130825',b'Bearing',b'E',b'naptan'
b'1843130843',b'name',b'Springwell School',b'regular'
b'1843130843',b'bench',b'no',b'regular'
b'1843130843',b'covered',b'no',b'regular'
b'1843130843',b'highway',b'bus_stop',b'regular'
b'1843130843',b'shelter',b'no',b'regular'
b'1843130843',b'Bearing',b'SW',b'naptan'
b'1843130852',b'name',b'Tatwin Crescent',b'regular'
b'1843130852',b'highway',b'bus_stop',b'regular'
b'1843130852',b'Bearing',b'E',b'naptan'
b'1843130855',b'name',b'Byron Road',b'regular'
b'1843130855',b'highway',b'bus_stop',b'regular'
b'1843130855',b'Bearing',b'SW',b'naptan'
b'1843130857',b'highway',b'crossing',b'regular'
b'1843130857',b'crossing',b'uncontrolled',b'regular'
b'1843130857',b'traffic_calming',b'table;choker',b'regular'
b'1843138511',b'bus',b'yes',b'regular'
b'1843138511',b'name',b'Tatwin Crescent',b'regular'
b'1843138511',b'highway',b'bus_stop',b'regular'
b'1843138511',b'Bearing',b'N',b'naptan'
b'1843138511',b'public_transport',b'platform',b'regular'
b'1843138514',b'bus',b'yes',b'regular'
b'1843138514',b'name',"b""Dumbleton's Towers""",b'regular'
b'1843138514',b'highway',b'bus_stop',b'regular'
b'1843138514',b'Bearing',b'NW',b'naptan'
b'1843138514',b'public_transport',b'platform',b'regular'
b'1843138516',b'bus',b'yes',b'regular'
b'1843138516',b'name',"b""Dumbleton's Towers""",b'regular'
b'1843138516',b'highway',b'bus_stop',b'regular'
b'1843138516',b'Bearing',b'SE',b'naptan'
b'1843138516',b'public_transport',b'platform',b'regular'
b'1843138518',b'public_transport',b'stop_position',b'regular'
b'1843138519',b'bus',b'yes',b'regular'
b'1843138519',b'name',b'Tatwin Crescent',b'regular'
b'1843138519',b'highway',b'bus_stop',b'regular'
b'1843138519',b'Bearing',b'S',b'naptan'
b'1843138519',b'public_transport',b'platform',b'regular'
b'1843138520',b'bus',b'yes',b'regular'
b'1843138520',b'name',b'Burgoyne Road',b'regular'
b'1843138520',b'highway',b'bus_stop',b'regular'
b'1843138520',b'Bearing',b'W',b'naptan'
b'1843138520',b'public_transport',b'platform',b'regular'
b'1843138521',b'bus',b'yes',b'regular'
b'1843138521',b'name',b'Meredith Towers',b'regular'
b'1843138521',b'highway',b'bus_stop',b'regular'
b'1843138521',b'Bearing',b'S',b'naptan'
b'1843138521',b'public_transport',b'platform',b'regular'
b'1844110904',b'railway',b'level_crossing',b'regular'
b'1845637086',b'entrance',b'main',b'regular'
b'1850081803',b'natural',b'tree',b'regular'
b'1850081804',b'natural',b'tree',b'regular'
b'1850081805',b'natural',b'tree',b'regular'
b'1850081806',b'natural',b'tree',b'regular'
b'1850081807',b'natural',b'tree',b'regular'
b'1850081808',b'natural',b'tree',b'regular'
b'1850081809',b'natural',b'tree',b'regular'
b'1850081810',b'natural',b'tree',b'regular'
b'1850081811',b'natural',b'tree',b'regular'
b'1850081812',b'natural',b'tree',b'regular'
b'1853260538',b'bus',b'yes',b'regular'
b'1853260538',b'highway',b'bus_stop',b'regular'
b'1853260538',b'public_transport',b'platform',b'regular'
b'1853260542',b'bus',b'yes',b'regular'
b'1853260542',b'highway',b'bus_stop',b'regular'
b'1853260542',b'public_transport',b'platform',b'regular'
b'1853260545',b'bus',b'yes',b'regular'
b'1853260545',b'highway',b'bus_stop',b'regular'
b'1853260545',b'public_transport',b'platform',b'regular'
b'1853260548',b'public_transport',b'stop_position',b'regular'
b'1853260551',b'bus',b'yes',b'regular'
b'1853260551',b'highway',b'bus_stop',b'regular'
b'1853260551',b'public_transport',b'platform',b'regular'
b'1853260552',b'bus',b'yes',b'regular'
b'1853260552',b'bench',b'yes',b'regular'
b'1853260552',b'highway',b'bus_stop',b'regular'
b'1853260552',b'shelter',b'yes',b'regular'
b'1853260552',b'public_transport',b'platform',b'regular'
b'1853260553',b'bus',b'yes',b'regular'
b'1853260553',b'highway',b'bus_stop',b'regular'
b'1853260553',b'public_transport',b'platform',b'regular'
b'1853260559',b'public_transport',b'stop_position',b'regular'
b'1853260563',b'bus',b'yes',b'regular'
b'1853260563',b'highway',b'bus_stop',b'regular'
b'1853260563',b'public_transport',b'platform',b'regular'
b'1853260566',b'bus',b'yes',b'regular'
b'1853260566',b'highway',b'bus_stop',b'regular'
b'1853260566',b'public_transport',b'platform',b'regular'
b'1853260568',b'bus',b'yes',b'regular'
b'1853260568',b'highway',b'bus_stop',b'regular'
b'1853260568',b'public_transport',b'platform',b'regular'
b'1853260575',b'bus',b'yes',b'regular'
b'1853260575',b'highway',b'bus_stop',b'regular'
b'1853260575',b'public_transport',b'platform',b'regular'
b'1853260578',b'bus',b'yes',b'regular'
b'1853260578',b'highway',b'bus_stop',b'regular'
b'1853260578',b'public_transport',b'platform',b'regular'
b'1853260581',b'bus',b'yes',b'regular'
b'1853260581',b'highway',b'bus_stop',b'regular'
b'1853260581',b'public_transport',b'platform',b'regular'
b'1853260584',b'bus',b'yes',b'regular'
b'1853260584',b'bench',b'yes',b'regular'
b'1853260584',b'highway',b'bus_stop',b'regular'
b'1853260584',b'shelter',b'yes',b'regular'
b'1853260584',b'public_transport',b'platform',b'regular'
b'1854603235',b'bus',b'yes',b'regular'
b'1854603235',b'bench',b'no',b'regular'
b'1854603235',b'highway',b'bus_stop',b'regular'
b'1854603235',b'shelter',b'no',b'regular'
b'1854603235',b'tactile_paving',b'no',b'regular'
b'1854603235',b'public_transport',b'platform',b'regular'
b'1854603239',b'bus',b'yes',b'regular'
b'1854603239',b'bench',b'no',b'regular'
b'1854603239',b'highway',b'bus_stop',b'regular'
b'1854603239',b'shelter',b'no',b'regular'
b'1854603239',b'tactile_paving',b'no',b'regular'
b'1854603239',b'public_transport',b'platform',b'regular'
b'1854603241',b'bus',b'yes',b'regular'
b'1854603241',b'highway',b'bus_stop',b'regular'
b'1854603241',b'shelter',b'yes',b'regular'
b'1854603241',b'public_transport',b'platform',b'regular'
b'1854603242',b'bus',b'yes',b'regular'
b'1854603242',b'bench',b'yes',b'regular'
b'1854603242',b'highway',b'bus_stop',b'regular'
b'1854603242',b'shelter',b'yes',b'regular'
b'1854603242',b'public_transport',b'platform',b'regular'
b'1854603243',b'bus',b'yes',b'regular'
b'1854603243',b'bench',b'yes',b'regular'
b'1854603243',b'highway',b'bus_stop',b'regular'
b'1854603243',b'shelter',b'yes',b'regular'
b'1854603243',b'public_transport',b'platform',b'regular'
b'1854603244',b'bus',b'yes',b'regular'
b'1854603244',b'bench',b'no',b'regular'
b'1854603244',b'highway',b'bus_stop',b'regular'
b'1854603244',b'shelter',b'no',b'regular'
b'1854603244',b'public_transport',b'platform',b'regular'
b'1854742468',b'name',b'St Clements Church',b'regular'
b'1854742468',b'highway',b'bus_stop',b'regular'
b'1854742469',b'name',b'Grange Road',b'regular'
b'1854742469',b'bench',b'no',b'regular'
b'1854742469',b'covered',b'no',b'regular'
b'1854742469',b'highway',b'bus_stop',b'regular'
b'1854742469',b'shelter',b'no',b'regular'
b'1854746680',b'name',b'General Hospital Stop 1',b'regular'
b'1854746680',b'highway',b'bus_stop',b'regular'
b'1854746681',b'name',b'General Hospital Stop 1',b'regular'
b'1854746681',b'highway',b'bus_stop',b'regular'
b'1854754015',b'name',b'Irving Road',b'regular'
b'1854754015',b'bench',b'yes',b'regular'
b'1854754015',b'covered',b'yes',b'regular'
b'1854754015',b'highway',b'bus_stop',b'regular'
b'1854754015',b'shelter',b'yes',b'regular'
b'1854776204',b'name',b'Pickles Copse',b'regular'
b'1854776204',b'highway',b'bus_stop',b'regular'
b'1854776213',b'name',b'Severn Road',b'regular'
b'1854776213',b'highway',b'bus_stop',b'regular'
b'1854776218',b'name',b'Oakley Road',b'regular'
b'1854776218',b'highway',b'bus_stop',b'regular'
b'1857436638',b'bus',b'yes',b'regular'
b'1857436638',b'highway',b'bus_stop',b'regular'
b'1857436638',b'public_transport',b'platform',b'regular'
b'1857795058',b'traffic_calming',b'yes',b'regular'
b'1857873703',b'source',b'Bing',b'regular'
b'1857873703',b'amenity',b'parking',b'regular'
b'1858895751',b'fee',b'no',b'regular'
b'1858895751',b'amenity',b'atm',b'regular'
b'1858895751',b'operator',b'Lloyds TSB',b'regular'
b'1859066144',b'name',b'Butts Road',b'regular'
b'1859066144',b'highway',b'bus_stop',b'regular'
b'1859066150',b'name',b'Butts Square',b'regular'
b'1859066150',b'highway',b'bus_stop',b'regular'
b'1859066155',b'name',b'Portsmouth Road',b'regular'
b'1859066155',b'highway',b'bus_stop',b'regular'
b'1859066161',b'name',b'Portsmouth Road',b'regular'
b'1859066161',b'highway',b'bus_stop',b'regular'
b'1859066165',b'name',b'Sullivan Road',b'regular'
b'1859066165',b'highway',b'bus_stop',b'regular'
b'1859066166',b'name',b'Montague Close',b'regular'
b'1859066166',b'highway',b'bus_stop',b'regular'
b'1859066176',b'name',b'Botley Road',b'regular'
b'1859066176',b'highway',b'bus_stop',b'regular'
b'1859066181',b'bus',b'yes',b'regular'
b'1859066181',b'highway',b'bus_stop',b'regular'
b'1859066181',b'public_transport',b'platform',b'regular'
b'1859066185',b'name',b'Butts Road',b'regular'
b'1859066185',b'highway',b'bus_stop',b'regular'
b'1859066190',b'name',b'Gainsborough Close',b'regular'
b'1859066190',b'highway',b'bus_stop',b'regular'
b'1859066194',b'name',b'The Target',b'regular'
b'1859066194',b'highway',b'bus_stop',b'regular'
b'1859066199',b'name',b'Gainsborough Close',b'regular'
b'1859066199',b'highway',b'bus_stop',b'regular'
b'1859066203',b'name',b'Sullivan Road',b'regular'
b'1859066203',b'highway',b'bus_stop',b'regular'
b'1859066208',b'name',b'The Bullseye',b'regular'
b'1859066208',b'highway',b'bus_stop',b'regular'
b'1859066212',b'name',b'Botley Road',b'regular'
b'1859066212',b'highway',b'bus_stop',b'regular'
b'1859066215',b'name',b'Heathfield First School',b'regular'
b'1859066215',b'highway',b'bus_stop',b'regular'
b'1859066221',b'bus',b'yes',b'regular'
b'1859066221',b'highway',b'bus_stop',b'regular'
b'1859066221',b'public_transport',b'platform',b'regular'
b'1859066225',b'name',b'Landseer Road',b'regular'
b'1859066225',b'highway',b'bus_stop',b'regular'
b'1859066230',b'bus',b'yes',b'regular'
b'1859066230',b'highway',b'bus_stop',b'regular'
b'1859066230',b'public_transport',b'platform',b'regular'
b'1859066235',b'name',b'Heathfield First School',b'regular'
b'1859066235',b'highway',b'bus_stop',b'regular'
b'1859066239',b'name',b'Butts Square',b'regular'
b'1859066239',b'highway',b'bus_stop',b'regular'
b'1859066243',b'name',b'Montague Close',b'regular'
b'1859066243',b'highway',b'bus_stop',b'regular'
b'1859066248',b'bus',b'yes',b'regular'
b'1859066248',b'highway',b'bus_stop',b'regular'
b'1859066248',b'public_transport',b'platform',b'regular'
b'1859066253',b'name',b'Bisley Court',b'regular'
b'1859066253',b'highway',b'bus_stop',b'regular'
b'1859066258',b'bus',b'yes',b'regular'
b'1859066258',b'highway',b'bus_stop',b'regular'
b'1859066258',b'public_transport',b'platform',b'regular'
b'1859074201',b'name',b'Alder Road',b'regular'
b'1859074201',b'bench',b'no',b'regular'
b'1859074201',b'covered',b'no',b'regular'
b'1859074201',b'highway',b'bus_stop',b'regular'
b'1859074201',b'shelter',b'no',b'regular'
b'1859074201',b'Bearing',b'NE',b'naptan'
b'1860127536',b'highway',b'turning_circle',b'regular'
b'1860451741',b'railway',b'switch',b'regular'
b'1860451748',b'railway',b'switch',b'regular'
b'1860451819',b'railway',b'switch',b'regular'
b'1860460404',b'railway',b'switch',b'regular'
b'1860460487',b'railway',b'switch',b'regular'
b'1863560138',b'name',b'Lakeside Caf\xc3\xa9',b'regular'
b'1863560138',b'amenity',b'cafe',b'regular'
b'1868866215',b'name',b'Itchen',b'regular'
b'1868866215',b'place',b'suburb',b'regular'
b'1871263291',b'name',b'Oceanography Centre',b'regular'
b'1871263291',b'shelter',b'yes',b'regular'
b'1871263291',b'public_transport',b'platform',b'regular'
b'1871263296',b'amenity',b'charging_station',b'regular'
b'1874359522',b'crossing_ref',b'toucan',b'regular'
b'1874359525',b'crossing_ref',b'tou',b'regular'
b'1875061526',b'name',b'Staplewood Hill',b'regular'
b'1875061526',b'natural',b'peak',b'regular'
b'1875062182',b'highway',b'turning_circle',b'regular'
b'1875062304',b'amenity',b'post_box',b'regular'
b'1875062324',b'foot',b'yes',b'regular'
b'1875062324',b'barrier',b'stile',b'regular'
b'1875062327',b'foot',b'yes',b'regular'
b'1875062327',b'barrier',b'stile',b'regular'
b'1875062332',b'highway',b'traffic_signals',b'regular'
b'1875062332',b'crossing',b'traffic_signals',b'regular'
b'1875062332',b'crossing_ref',b'pelican',b'regular'
b'1875820471',b'highway',b'traffic_signals',b'regular'
b'1876517964',b'barrier',b'gate',b'regular'
b'1878061029',b'access',b'no',b'regular'
b'1878061029',b'barrier',b'gate',b'regular'
b'1879555040',b'bicycle',b'yes',b'regular'
b'1879555040',b'highway',b'traffic_signals',b'regular'
b'1879555040',b'crossing',b'traffic_signals',b'regular'
b'1879555040',b'crossing_ref',b'puffin',b'regular'
b'1879710404',b'highway',b'crossing',b'regular'
b'1879710404',b'crossing',b'uncontrolled',b'regular'
b'1879710404',b'crossing_ref',b'pelican',b'regular'
b'1879710404',b'traffic_calming',b'table',b'regular'
b'1881689321',b'barrier',b'bollard',b'regular'
b'1881689332',b'barrier',b'bollard',b'regular'
b'1881689334',b'barrier',b'bollard',b'regular'
b'1883218518',b'highway',b'turning_circle',b'regular'
b'1883816356',b'name',b'Bevois Mount',b'regular'
b'1883816356',b'place',b'locality',b'regular'
b'1883816359',b'name',b'Portswood Park',b'regular'
b'1883816359',b'place',b'locality',b'regular'
b'1884435628',b'name',b'Hollybrook',b'regular'
b'1884435628',b'place',b'suburb',b'regular'
b'1885303912',b'highway',b'crossing',b'regular'
b'1885304010',b'highway',b'crossing',b'regular'
b'1885304010',b'crossing',b'uncontrolled',b'regular'
b'1885304010',b'crossing_ref',b'zebra',b'regular'
b'1885304032',b'highway',b'crossing',b'regular'
b'1885304032',b'crossing',b'uncontrolled',b'regular'
b'1885304032',b'crossing_ref',b'zebra',b'regular'
b'1886118012',b'name',b'Southern Water Treatment Plant',b'regular'
b'1886118012',b'entrance',b'yes',b'regular'
b'1886118012',b'city',b'Southampton',b'addr'
b'1886118012',b'street',b'Kent Road',b'addr'
b'1886118012',b'country',b'GB',b'addr'
b'1886118012',b'postcode',b'SO17 2LJ',b'addr'
b'1888076954',b'bench',b'yes',b'regular'
b'1888076954',b'highway',b'bus_stop',b'regular'
b'1888076954',b'shelter',b'yes',b'regular'
b'1892355063',b'name',b'Bladerunner Shipping',b'regular'
b'1892355063',b'place',b'locality',b'regular'
b'1892355067',b'name',b'Williams Shipping',b'regular'
b'1892355067',b'place',b'locality',b'regular'
b'1896519543',b'foot',b'yes',b'regular'
b'1896519543',b'kerb',b'lowered',b'regular'
b'1896519543',b'bicycle',b'yes',b'regular'
b'1896519543',b'highway',b'crossing',b'regular'
b'1896519543',b'crossing',b'traffic_signals',b'regular'
b'1896519543',b'sloped_curb',b'yes',b'regular'
b'1896519543',b'crossing_ref',b'toucan',b'regular'
b'1896519563',b'highway',b'crossing',b'regular'
b'1896519563',b'crossing',b'uncontrolled',b'regular'
b'1896925321',b'barrier',b'cycle_barrier',b'regular'
b'1909294997',b'ref',b'SO14 494D',b'regular'
b'1909294997',b'source',b'survey;bing',b'regular'
b'1909294997',b'amenity',b'post_box',b'regular'
b'1909294997',b'operator',b'Royal Mail',b'regular'
b'1909294997',b'royal_cypher',b'GVIR',b'regular'
b'1909294997',b'type',b'pillar',b'post_box'
b'1909294997',b'collection_plate',b'CP1D',b'regular'
b'1909294997',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'1918384095',b'name',b'Civic Centre',b'regular'
b'1918384095',b'bench',b'yes',b'regular'
b'1918384095',b'highway',b'bus_stop',b'regular'
b'1918384095',b'shelter',b'yes',b'regular'
b'1918384095',b'local_ref',b'AN',b'regular'
b'1918384095',b'Bearing',b'E',b'naptan'
b'1918384095',b'tactile_paving',b'no',b'regular'
b'1918384096',b'public_transport',b'platform',b'regular'
b'1918384097',b'bus',b'yes',b'regular'
b'1918384097',b'highway',b'platform',b'regular'
b'1918384097',b'local_ref',b'AI',b'regular'
b'1918384097',b'Bearing',b'W',b'naptan'
b'1918384097',b'public_transport',b'platform',b'regular'
b'1918391930',b'local_ref',b'TE',b'regular'
b'1918391930',b'Bearing',b'N',b'naptan'
b'1918391930',b'public_transport',b'platform',b'regular'
b'1918391933',b'name',b'Bargate Street',b'regular'
b'1918391933',b'highway',b'bus_stop',b'regular'
b'1918391933',b'local_ref',b'BM',b'regular'
b'1918391933',b'Bearing',b'W',b'naptan'
b'1918391936',b'name',b'Castle Way',b'regular'
b'1918391936',b'highway',b'bus_stop',b'regular'
b'1918391936',b'local_ref',b'BJ',b'regular'
b'1918391936',b'Bearing',b'N',b'naptan'
b'1918391954',b'local_ref',b'TF',b'regular'
b'1918391954',b'Bearing',b'S',b'naptan'
b'1918391954',b'public_transport',b'platform',b'regular'
b'1918391958',b'name',b'West Quay',b'regular'
b'1918391958',b'highway',b'bus_stop',b'regular'
b'1918391958',b'local_ref',b'BQ',b'regular'
b'1918391958',b'Bearing',b'S',b'naptan'
b'1918391960',b'name',b'West Quay',b'regular'
b'1918391960',b'highway',b'bus_stop',b'regular'
b'1918391960',b'local_ref',b'BS',b'regular'
b'1918391960',b'Bearing',b'N',b'naptan'
b'1918391961',b'name',b'Briton Street',b'regular'
b'1918391961',b'highway',b'bus_stop',b'regular'
b'1918391961',b'local_ref',b'TG',b'regular'
b'1918391961',b'Bearing',b'W',b'naptan'
b'1918391962',b'name',b'Briton Street',b'regular'
b'1918391962',b'highway',b'bus_stop',b'regular'
b'1918391962',b'local_ref',b'TH',b'regular'
b'1918391962',b'Bearing',b'E',b'naptan'
b'1918397337',b'name',b'Orchard Lane',b'regular'
b'1918397337',b'highway',b'bus_stop',b'regular'
b'1918397337',b'local_ref',b'QC',b'regular'
b'1918397337',b'Bearing',b'W',b'naptan'
b'1918397338',b'name',"b""Vincent's Walk""",b'regular'
b'1918397338',b'highway',b'bus_stop',b'regular'
b'1918397338',b'local_ref',b'CM',b'regular'
b'1918397338',b'Bearing',b'N',b'naptan'
b'1918397339',b'name',b'Pound Tree Road',b'regular'
b'1918397339',b'highway',b'bus_stop',b'regular'
b'1918397339',b'local_ref',b'CF',b'regular'
b'1918397339',b'Bearing',b'W',b'naptan'
b'1918397340',b'name',b'Pound Tree Road',b'regular'
b'1918397340',b'highway',b'bus_stop',b'regular'
b'1918397340',b'local_ref',b'CC',b'regular'
b'1918397340',b'Bearing',b'E',b'naptan'
b'1918397341',b'name',"b""Vincent's Walk""",b'regular'
b'1918397341',b'highway',b'bus_stop',b'regular'
b'1918397341',b'local_ref',b'CJ',b'regular'
b'1918397341',b'Bearing',b'S',b'naptan'
b'1918397342',b'name',b'Orchard Lane',b'regular'
b'1918397342',b'highway',b'bus_stop',b'regular'
b'1918397342',b'local_ref',b'QD',b'regular'
b'1918397342',b'Bearing',b'E',b'naptan'
b'1918397343',b'name',b'Pound Tree Road',b'regular'
b'1918397343',b'highway',b'bus_stop',b'regular'
b'1918397343',b'local_ref',b'CD',b'regular'
b'1918397343',b'Bearing',b'E',b'naptan'
b'1918397344',b'name',b'Pound Tree Road',b'regular'
b'1918397344',b'highway',b'bus_stop',b'regular'
b'1918397344',b'local_ref',b'CB',b'regular'
b'1918397344',b'Bearing',b'E',b'naptan'
b'1918397345',b'name',b'Hanover Buildings',b'regular'
b'1918397345',b'highway',b'bus_stop',b'regular'
b'1918397345',b'local_ref',b'CU',b'regular'
b'1918397345',b'Bearing',b'E',b'naptan'
b'1918397346',b'name',b'Threefield Lane',b'regular'
b'1918397346',b'highway',b'bus_stop',b'regular'
b'1918397346',b'local_ref',b'QH',b'regular'
b'1918397346',b'Bearing',b'N',b'naptan'
b'1918397347',b'name',"b""Vincent's Walk""",b'regular'
b'1918397347',b'highway',b'bus_stop',b'regular'
b'1918397347',b'local_ref',b'CI',b'regular'
b'1918397347',b'Bearing',b'S',b'naptan'
b'1918397348',b'name',b'Kingsland Market',b'regular'
b'1918397348',b'highway',b'bus_stop',b'regular'
b'1918397348',b'local_ref',b'IF',b'regular'
b'1918397349',b'name',b'Pound Tree Road',b'regular'
b'1918397349',b'highway',b'bus_stop',b'regular'
b'1918397349',b'local_ref',b'CE',b'regular'
b'1918397349',b'Bearing',b'W',b'naptan'
b'1918397350',b'name',"b""Vincent's Walk""",b'regular'
b'1918397350',b'highway',b'bus_stop',b'regular'
b'1918397350',b'local_ref',b'CG',b'regular'
b'1918397350',b'Bearing',b'S',b'naptan'
b'1918397351',b'name',b'Houndwell Park',b'regular'
b'1918397351',b'highway',b'bus_stop',b'regular'
b'1918397351',b'local_ref',b'CN',b'regular'
b'1918397351',b'Bearing',b'E',b'naptan'
b'1918397352',b'name',b'Debenhams',b'regular'
b'1918397352',b'highway',b'bus_stop',b'regular'
b'1918397352',b'local_ref',b'CP',b'regular'
b'1918397352',b'Bearing',b'SE',b'naptan'
b'1918397353',b'name',b'Pound Tree Road',b'regular'
b'1918397353',b'highway',b'bus_stop',b'regular'
b'1918397353',b'local_ref',b'CA',b'regular'
b'1918397353',b'Bearing',b'E',b'naptan'
b'1918397354',b'name',"b""Vincent's Walk""",b'regular'
b'1918397354',b'highway',b'bus_stop',b'regular'
b'1918397354',b'local_ref',b'CH',b'regular'
b'1918397354',b'Bearing',b'S',b'naptan'
b'1918397355',b'name',"b""Vincent's Walk""",b'regular'
b'1918397355',b'highway',b'bus_stop',b'regular'
b'1918397355',b'local_ref',b'CL',b'regular'
b'1918397355',b'Bearing',b'N',b'naptan'
b'1918397356',b'name',"b""Vincent's Walk""",b'regular'
b'1918397356',b'highway',b'bus_stop',b'regular'
b'1918397356',b'local_ref',b'CO',b'regular'
b'1918397356',b'Bearing',b'NW',b'naptan'
b'1918402419',b'name',b'Above Bar Street',b'regular'
b'1918402419',b'highway',b'bus_stop',b'regular'
b'1918402419',b'local_ref',b'AC',b'regular'
b'1918402419',b'Bearing',b'N',b'naptan'
b'1918402426',b'local_ref',b'IC',b'regular'
b'1918402426',b'public_transport',b'platform',b'regular'
b'1918402430',b'local_ref',b'ID',b'regular'
b'1918402430',b'public_transport',b'platform',b'regular'
b'1918402432',b'name',b'Above Bar Street',b'regular'
b'1918402432',b'highway',b'bus_stop',b'regular'
b'1918402432',b'local_ref',b'AE',b'regular'
b'1918402432',b'Bearing',b'N',b'naptan'
b'1918402435',b'name',b'Solent University',b'regular'
b'1918402435',b'highway',b'bus_stop',b'regular'
b'1918402435',b'local_ref',b'IA',b'regular'
b'1918402435',b'wheelchair',b'yes',b'regular'
b'1918402437',b'bench',b'no',b'regular'
b'1918402437',b'shelter',b'no',b'regular'
b'1918402437',b'local_ref',b'AH',b'regular'
b'1918402437',b'wheelchair',b'yes',b'regular'
b'1918402437',b'Bearing',b'E',b'naptan'
b'1918402437',b'public_transport',b'platform',b'regular'
b'1918402452',b'name',b'Above Bar Street',b'regular'
b'1918402452',b'highway',b'bus_stop',b'regular'
b'1918402452',b'local_ref',b'AF',b'regular'
b'1918402452',b'wheelchair',b'yes',b'regular'
b'1918402452',b'Bearing',b'N',b'naptan'
b'1918402457',b'bench',b'no',b'regular'
b'1918402457',b'shelter',b'no',b'regular'
b'1918402457',b'local_ref',b'AA',b'regular'
b'1918402457',b'wheelchair',b'yes',b'regular'
b'1918402457',b'Bearing',b'W',b'naptan'
b'1918402457',b'public_transport',b'platform',b'regular'
b'1918409939',b'local_ref',b'PJ',b'regular'
b'1918409939',b'Bearing',b'SW',b'naptan'
b'1918409939',b'public_transport',b'platform',b'regular'
b'1918409940',b'local_ref',b'PI',b'regular'
b'1918409940',b'Bearing',b'E',b'naptan'
b'1918409940',b'public_transport',b'platform',b'regular'
b'1918409942',b'highway',b'bus_stop',b'regular'
b'1918409942',b'local_ref',b'BB',b'regular'
b'1921512415',b'bus',b'yes',b'regular'
b'1921512415',b'public_transport',b'stop_position',b'regular'
b'1921512435',b'highway',b'traffic_signals',b'regular'
b'1932102609',b'source',b'survey',b'regular'
b'1932102609',b'amenity',b'bicycle_parking',b'regular'
b'1932102609',b'capacity',b'16',b'regular'
b'1932102620',b'fee',b'no',b'regular'
b'1932102620',b'source',b'survey',b'regular'
b'1932102620',b'amenity',b'bicycle_parking',b'regular'
b'1932102620',b'covered',b'no',b'regular'
b'1932102620',b'capacity',b'6',b'regular'
b'1932102620',b'bicycle_parking',b'stands',b'regular'
b'1932102628',b'fee',b'no',b'regular'
b'1932102628',b'source',b'survey',b'regular'
b'1932102628',b'amenity',b'bicycle_parking',b'regular'
b'1932102628',b'covered',b'no',b'regular'
b'1932102628',b'capacity',b'4',b'regular'
b'1932102628',b'bicycle_parking',b'stands',b'regular'
b'1932102634',b'fee',b'no',b'regular'
